x, y, t
5.548453845702916443e-01,5.103189734779165487e-01,1.000000000000000000e+00
4.916086156790007156e-01,5.215028646424458847e-01,1.000000000000000000e+00
1.336460736955975559e-01,6.673308775109029201e-01,1.000000000000000000e+00
3.724502041186722456e-01,1.529292981355050429e-01,1.000000000000000000e+00
6.563021896370075936e-01,3.601360829680674280e-01,0.000000000000000000e+00
5.007028183047733672e-01,8.865464127977963349e-01,1.000000000000000000e+00
6.401107643625252308e-01,3.723130031870376389e-01,0.000000000000000000e+00
5.769551681600827431e-01,5.605909155267108090e-01,1.000000000000000000e+00
6.017295422016430972e-01,2.893544527939070354e-01,0.000000000000000000e+00
6.381386658018450841e-02,5.116007759657753562e-01,1.000000000000000000e+00
6.576861564997238396e-02,2.392339598528704370e-01,1.000000000000000000e+00
2.242512173594329861e-01,9.498234242491576662e-01,1.000000000000000000e+00
9.656538325099539577e-02,8.596278778566550649e-01,1.000000000000000000e+00
5.933338228104131362e-01,9.616496805592857910e-01,1.000000000000000000e+00
2.691034396801951223e-01,3.327958913385807849e-01,1.000000000000000000e+00
7.035091110735903763e-01,6.559946012239635804e-01,1.000000000000000000e+00
7.802739159900115018e-01,7.732053469942423707e-02,0.000000000000000000e+00
8.511307020565006543e-02,7.812355037527993762e-01,1.000000000000000000e+00
9.844940823235720506e-01,1.404110522895075652e-01,0.000000000000000000e+00
1.285602018088154441e-01,7.063493671340669300e-01,1.000000000000000000e+00
9.525108263012223020e-01,4.870513662102242680e-01,0.000000000000000000e+00
5.749596123268884140e-01,8.083494559977152383e-01,1.000000000000000000e+00
3.157253368606505184e-02,5.161757140186833404e-01,1.000000000000000000e+00
1.427373483910532315e-02,1.288250345258913354e-01,1.000000000000000000e+00
1.461741833552563374e-01,1.435593850613007261e-01,1.000000000000000000e+00
2.278929839457426443e-01,2.152802828129165569e-01,1.000000000000000000e+00
6.306258438865742777e-01,7.287233909070646165e-01,1.000000000000000000e+00
1.047519694610453689e-01,1.409459612292098818e-01,1.000000000000000000e+00
5.069071754246645689e-03,9.145704239856758955e-01,1.000000000000000000e+00
3.598583936365584712e-01,5.150473407880280519e-01,1.000000000000000000e+00
9.340442422383857801e-01,4.600630816888979790e-01,0.000000000000000000e+00
8.596132416479644878e-01,5.118297165441495489e-01,0.000000000000000000e+00
5.452974548032996083e-01,8.997674262718030613e-01,1.000000000000000000e+00
6.422039958401115634e-01,8.293135440046017770e-02,0.000000000000000000e+00
6.893396494007958397e-01,7.583892217361998256e-02,0.000000000000000000e+00
7.837571798436877568e-01,3.994503923611574248e-01,0.000000000000000000e+00
8.185260721556786301e-01,4.669131896769851409e-01,0.000000000000000000e+00
4.101007854171080380e-01,1.887422587807446872e-01,1.000000000000000000e+00
6.317361541656681956e-01,8.410899806923172184e-01,1.000000000000000000e+00
1.288866176770241401e-01,2.916643591937874147e-01,1.000000000000000000e+00
9.511683215247205281e-01,7.938385961491579712e-01,0.000000000000000000e+00
9.512189451438742838e-01,9.371034643590673285e-01,1.000000000000000000e+00
9.799876731769845417e-01,5.642957955960840044e-01,0.000000000000000000e+00
1.197038565817832856e-01,5.154527952829891513e-01,1.000000000000000000e+00
8.236321772502552818e-02,7.682729855690341170e-01,1.000000000000000000e+00
9.052519260575232485e-01,6.356351867797424005e-01,0.000000000000000000e+00
7.772133174862857485e-01,7.679648824327053314e-01,1.000000000000000000e+00
3.563739260873955983e-01,3.170100378406476294e-01,1.000000000000000000e+00
3.211897951868035728e-01,3.957308361646583172e-01,1.000000000000000000e+00
9.857983444915474625e-02,2.702084467575227578e-02,1.000000000000000000e+00
3.820279075317930539e-01,8.989813488478920478e-01,1.000000000000000000e+00
6.040180764107793143e-01,7.741451076817540411e-01,1.000000000000000000e+00
3.219621451022984804e-01,1.486518602444426573e-01,1.000000000000000000e+00
1.718263266835107217e-03,8.835375578984738798e-01,1.000000000000000000e+00
5.640044712759858525e-01,1.800115125495976853e-01,0.000000000000000000e+00
2.653826733821385009e-02,3.386082998735836513e-01,1.000000000000000000e+00
6.398620325718580304e-01,1.688611275628774111e-01,0.000000000000000000e+00
5.428565678265084848e-02,3.845624640232974123e-01,1.000000000000000000e+00
7.612806605931821124e-01,7.442407830767772126e-01,1.000000000000000000e+00
2.307608092373104602e-01,5.869663502982288561e-01,1.000000000000000000e+00
8.271251693697677654e-01,5.178258386459517748e-01,0.000000000000000000e+00
9.556510253899526131e-01,7.748224904454869000e-01,0.000000000000000000e+00
8.444379295667013841e-01,5.659760492364802609e-01,0.000000000000000000e+00
6.285169128962944107e-01,8.159057166941041661e-02,0.000000000000000000e+00
6.848029436531148928e-01,4.413739458421748196e-01,0.000000000000000000e+00
2.190030990893799823e-01,6.453819094054847882e-01,1.000000000000000000e+00
2.456855190141371548e-01,7.912695130341715899e-01,1.000000000000000000e+00
6.934055079281142842e-02,8.579772575183307604e-01,1.000000000000000000e+00
5.716917484884629364e-01,8.006719071712878888e-01,1.000000000000000000e+00
6.079884877640145957e-01,6.596150482291165407e-01,1.000000000000000000e+00
9.747545993687757315e-01,2.265046744817598157e-01,0.000000000000000000e+00
9.208472539146529412e-01,6.700455763647494845e-02,0.000000000000000000e+00
3.292442966876987231e-01,9.616337124750320431e-01,1.000000000000000000e+00
5.439786796579436645e-01,6.658793826710882602e-01,1.000000000000000000e+00
2.662175936144929311e-01,2.631050883436102383e-01,1.000000000000000000e+00
8.639253656694588779e-01,9.073050694153467211e-01,1.000000000000000000e+00
1.286805266513285639e-01,9.428885260828524517e-01,1.000000000000000000e+00
4.943454914425726709e-02,6.651977373866382326e-01,1.000000000000000000e+00
5.903030292617218455e-01,9.898709395765407093e-01,1.000000000000000000e+00
9.436070567735388437e-02,9.713197051095503465e-01,1.000000000000000000e+00
1.916871650646263525e-01,5.768747202929371820e-01,1.000000000000000000e+00
2.245923014470119217e-01,1.277791656182675206e-01,1.000000000000000000e+00
2.479748810748562127e-01,5.036895502948357528e-01,1.000000000000000000e+00
8.204695703895805714e-01,4.069022343337516112e-01,0.000000000000000000e+00
9.745666717461575201e-01,3.319446207717944297e-01,0.000000000000000000e+00
1.812312543290477418e-01,6.268336838984021053e-01,1.000000000000000000e+00
2.662845966206598414e-01,3.952903577003635816e-01,1.000000000000000000e+00
5.952965090277633209e-01,1.170311317177723520e-01,0.000000000000000000e+00
2.463423460707919732e-01,6.167315873144086913e-01,1.000000000000000000e+00
8.042895545976012084e-01,9.822484724163318415e-01,1.000000000000000000e+00
5.622982754836688413e-01,4.912952105498894495e-01,1.000000000000000000e+00
9.151466322755635874e-01,8.260332902540550304e-01,0.000000000000000000e+00
3.192047435535624311e-01,7.195509842229506070e-01,1.000000000000000000e+00
9.594219389115612451e-01,1.796753411235034736e-01,0.000000000000000000e+00
9.736415983092172599e-01,4.358160250035998384e-01,0.000000000000000000e+00
4.346238935141212290e-01,6.126048634267735604e-01,1.000000000000000000e+00
8.018287511521789979e-01,6.661701183215857913e-01,1.000000000000000000e+00
8.850431835312666529e-02,7.765433021522867296e-01,1.000000000000000000e+00
8.659004219361796650e-01,5.013419434125022667e-01,0.000000000000000000e+00
6.817912380681045992e-01,9.320079074907966499e-01,1.000000000000000000e+00
9.835414393662248456e-01,2.136457540405584110e-01,0.000000000000000000e+00
4.580562753721352243e-01,7.773017032106402935e-01,1.000000000000000000e+00
3.919346814072466323e-03,6.684765684116175111e-01,1.000000000000000000e+00
4.856776913361662285e-01,5.280915914194496130e-01,1.000000000000000000e+00
9.962403386108618086e-01,5.551802814043942380e-01,0.000000000000000000e+00
3.196949179377240879e-01,7.346708122497805915e-01,1.000000000000000000e+00
1.315883106200276265e-01,4.394345919795946687e-01,1.000000000000000000e+00
7.957630740511699718e-01,8.117669887416545382e-01,1.000000000000000000e+00
7.425665556715865812e-03,6.693004193984214423e-01,1.000000000000000000e+00
2.508426424747800532e-01,4.451238731187869835e-01,1.000000000000000000e+00
3.846231485046732734e-01,3.510837764234212566e-01,1.000000000000000000e+00
5.825635186557552858e-01,3.661835768721256601e-01,1.000000000000000000e+00
4.267209469101541641e-01,5.915742069243242751e-01,1.000000000000000000e+00
6.380641954371104596e-01,6.915074742429991872e-01,1.000000000000000000e+00
3.072567386813529478e-02,5.331740222422072240e-01,1.000000000000000000e+00
9.895407813216142712e-01,8.131062665315378357e-01,0.000000000000000000e+00
9.565933359381275647e-01,2.992541185783181845e-03,0.000000000000000000e+00
4.765178283183389985e-01,3.228611033128249153e-01,1.000000000000000000e+00
5.127740931857733830e-01,9.245127932166274931e-02,0.000000000000000000e+00
4.491585447598963610e-01,2.365613784002030817e-01,1.000000000000000000e+00
9.979563858495219542e-01,4.416507683070260981e-01,0.000000000000000000e+00
7.728437461300212696e-01,6.102343767513418449e-01,1.000000000000000000e+00
2.238944133825282456e-01,9.558699975562212625e-02,1.000000000000000000e+00
9.013915166940030810e-01,7.439131674469806610e-01,0.000000000000000000e+00
4.699047546593115854e-02,2.739573369498092825e-01,1.000000000000000000e+00
2.021097847268463754e-01,3.863286775087417801e-01,1.000000000000000000e+00
5.402725068914654427e-01,2.588217490509289176e-01,0.000000000000000000e+00
8.912352520332439410e-01,8.627163942087640036e-01,1.000000000000000000e+00
9.777542440915887312e-02,7.445956971732701213e-01,1.000000000000000000e+00
6.447667463681517885e-01,8.636996015472461208e-01,1.000000000000000000e+00
3.816863134375106936e-01,3.998611820874331535e-02,0.000000000000000000e+00
6.887209249126563515e-01,5.382420889638150907e-01,1.000000000000000000e+00
1.972357600775003217e-01,6.133530681601206958e-02,1.000000000000000000e+00
7.826594141896229262e-01,6.263051691403900278e-01,1.000000000000000000e+00
4.388965672672457963e-01,2.043059097783713751e-01,1.000000000000000000e+00
3.581286086937740532e-01,8.094285474904383548e-01,1.000000000000000000e+00
3.456742603962172922e-01,2.928712036236169602e-02,0.000000000000000000e+00
6.758167057747276329e-01,4.043944420295015885e-01,0.000000000000000000e+00
4.046851191102202039e-01,3.551741881402749046e-01,1.000000000000000000e+00
7.623776309702524623e-01,1.027844900564711672e-02,0.000000000000000000e+00
7.041742745756595090e-01,7.248830326072409624e-01,1.000000000000000000e+00
3.554056137339678401e-02,5.762952412024902049e-02,1.000000000000000000e+00
7.901592923168648808e-01,6.912483868842811408e-02,0.000000000000000000e+00
4.770468886463858915e-01,3.621213280748345476e-01,1.000000000000000000e+00
9.494058990292398859e-01,8.068440812575604637e-01,0.000000000000000000e+00
2.519344726774868093e-01,1.847423405034853694e-02,0.000000000000000000e+00
8.587229196745611581e-01,4.704478207962941028e-01,0.000000000000000000e+00
2.542593005983903032e-01,6.483125203703326012e-01,1.000000000000000000e+00
1.682968124527250975e-02,7.259360625606012807e-01,1.000000000000000000e+00
4.058608053333819798e-01,1.259022895780023132e-01,0.000000000000000000e+00
6.102248604977991153e-01,8.943597441339232734e-01,1.000000000000000000e+00
8.868731552026070108e-01,8.394091105758982874e-02,0.000000000000000000e+00
7.659900452358231471e-01,9.465788173874505329e-01,1.000000000000000000e+00
5.043439216156475613e-01,5.771529435861095791e-01,1.000000000000000000e+00
4.133069529357688010e-01,2.860384682575192183e-01,1.000000000000000000e+00
9.312547432765292399e-01,5.243237439136803069e-01,0.000000000000000000e+00
2.220420836835667044e-01,9.335954189854057672e-01,1.000000000000000000e+00
8.926500260860488201e-01,9.561608868192873478e-01,1.000000000000000000e+00
8.948576193473789520e-02,6.561476725511483643e-02,1.000000000000000000e+00
5.978768659402599051e-01,8.803100417433752378e-01,1.000000000000000000e+00
7.085799032706899814e-01,9.922479170518070379e-01,1.000000000000000000e+00
2.505651530663991489e-01,9.301702807766427661e-01,1.000000000000000000e+00
6.643074906079194930e-01,4.479287415620962776e-01,1.000000000000000000e+00
5.042923050370484717e-02,1.902074494836092367e-02,1.000000000000000000e+00
6.490917418911104075e-01,9.593760228865388928e-02,0.000000000000000000e+00
1.373776249524900628e-01,6.894338992190781612e-01,1.000000000000000000e+00
1.862149068355396508e-01,1.100142472765714974e-01,1.000000000000000000e+00
8.981966863224516429e-01,3.014033713349710819e-01,0.000000000000000000e+00
8.470770045892420663e-01,3.287378523097560512e-01,0.000000000000000000e+00
6.978512590960854745e-01,1.745793830355013565e-02,0.000000000000000000e+00
9.969354648163383237e-01,7.603142626377298319e-01,0.000000000000000000e+00
6.858983209623542576e-01,3.312624344714195646e-01,0.000000000000000000e+00
1.514149249690950327e-01,4.532240462473013931e-02,1.000000000000000000e+00
8.994573131174362635e-01,8.764590124493961687e-01,1.000000000000000000e+00
9.748624634715047366e-01,7.515934755656342725e-01,0.000000000000000000e+00
4.684009284667648432e-01,4.400596228427700041e-02,0.000000000000000000e+00
6.937655250009335806e-01,3.555807425440602465e-01,0.000000000000000000e+00
7.039022919921207322e-01,6.143869377239399299e-01,1.000000000000000000e+00
1.385340269416398540e-01,4.878892381336743522e-01,1.000000000000000000e+00
3.690167912246913318e-01,4.070282107048085463e-01,1.000000000000000000e+00
4.659305886532784102e-01,6.447040922928596318e-01,1.000000000000000000e+00
7.652161446287486513e-01,6.438566754507050183e-01,1.000000000000000000e+00
2.406811874769668735e-01,8.172818607736811458e-01,1.000000000000000000e+00
1.563841822783927915e-01,5.666777059777989844e-01,1.000000000000000000e+00
8.495301930416655489e-01,3.482569472743386463e-01,0.000000000000000000e+00
4.041352763189268726e-01,9.546358052329400046e-01,1.000000000000000000e+00
6.450787672174461695e-01,7.140017035802039835e-01,1.000000000000000000e+00
8.877246691896018005e-01,9.901620233567511864e-01,1.000000000000000000e+00
3.881349058406989849e-01,5.380924878309426562e-01,1.000000000000000000e+00
4.793902246818415591e-02,3.751552507956448235e-01,1.000000000000000000e+00
8.594898642781173548e-01,7.718862146754077447e-01,1.000000000000000000e+00
7.737252629080786370e-01,7.471176620694035542e-01,1.000000000000000000e+00
1.717509409954549593e-01,4.142812434753411210e-01,1.000000000000000000e+00
4.335379978417153168e-01,2.424344699768725686e-01,1.000000000000000000e+00
4.381084201784513077e-02,3.324293942312821493e-01,1.000000000000000000e+00
2.008375406523167372e-01,7.500842802084245475e-01,1.000000000000000000e+00
2.489106214500269587e-03,4.505763342620356937e-01,1.000000000000000000e+00
9.229725577879499543e-02,8.017257456087414358e-01,1.000000000000000000e+00
3.880254881947697854e-02,2.899185937280788217e-01,1.000000000000000000e+00
6.383388465069166351e-01,9.467777031243025387e-01,1.000000000000000000e+00
9.034287852883735592e-01,3.249093063503953882e-01,0.000000000000000000e+00
4.188520284904814206e-01,8.763475442963220008e-02,0.000000000000000000e+00
5.902434169492475347e-01,4.933648493438174132e-01,1.000000000000000000e+00
9.716993625301502124e-01,4.504265477295547049e-01,0.000000000000000000e+00
8.618523939912874354e-01,7.861564882839675583e-01,1.000000000000000000e+00
8.173955410551293488e-01,2.572636399871990331e-01,0.000000000000000000e+00
6.588563622058379865e-01,8.590663469668033958e-01,1.000000000000000000e+00
2.880345025607522480e-02,1.888251261010409632e-02,1.000000000000000000e+00
9.424515581702184175e-01,7.742384366672367957e-01,0.000000000000000000e+00
1.892466759220734485e-02,2.639256664935614172e-01,1.000000000000000000e+00
3.221883022578125866e-01,5.770237648229792349e-01,1.000000000000000000e+00
1.399498564714997118e-01,8.936360364532339728e-01,1.000000000000000000e+00
6.444490063906503918e-01,2.525889851597512559e-01,0.000000000000000000e+00
8.144771538542250333e-02,1.770898295083379592e-01,1.000000000000000000e+00
3.153814307675906203e-01,2.498124591203282341e-01,1.000000000000000000e+00
4.394901881894540674e-01,1.639232258226274164e-01,0.000000000000000000e+00
2.565438861617568289e-01,4.191359126283196179e-01,1.000000000000000000e+00
4.649363492496183525e-02,4.362803820886059780e-01,1.000000000000000000e+00
2.076220806924032880e-01,3.470198453390893611e-02,0.000000000000000000e+00
8.112291589419051707e-01,7.740493632525158318e-03,0.000000000000000000e+00
5.358081173830748778e-01,7.048714988931399361e-01,1.000000000000000000e+00
1.938559961965402589e-01,8.276870622300319669e-01,1.000000000000000000e+00
4.631504088004050335e-01,9.991808521438356738e-01,1.000000000000000000e+00
2.613025440789743525e-01,8.081529292764499939e-01,1.000000000000000000e+00
1.473622930975093670e-02,6.243230495542575476e-01,1.000000000000000000e+00
1.056652923320231530e-01,1.950376913140154933e-01,1.000000000000000000e+00
8.607595918678975222e-01,5.137078575086692078e-01,0.000000000000000000e+00
1.939754499819318356e-01,1.513100462239131971e-01,1.000000000000000000e+00
6.859362511496303050e-02,3.042672565409915153e-01,1.000000000000000000e+00
4.940881087664417137e-01,5.294373189221066589e-01,1.000000000000000000e+00
8.030991110020312407e-01,2.048753270305773144e-01,0.000000000000000000e+00
7.924672653764928132e-01,7.440120666735323685e-01,1.000000000000000000e+00
1.126921382016544682e-01,7.455258727747581249e-01,1.000000000000000000e+00
5.587701104137338115e-01,6.991171364110397857e-01,1.000000000000000000e+00
8.102569608125276268e-02,2.291418035826121580e-01,1.000000000000000000e+00
6.994081412617253468e-01,2.236273719401975502e-01,0.000000000000000000e+00
5.556408144361975054e-01,9.693804166534722988e-01,1.000000000000000000e+00
8.444851645471693757e-01,4.153558053922868920e-01,0.000000000000000000e+00
4.446684526726188968e-01,4.740255825551379365e-01,1.000000000000000000e+00
2.044276168621237399e-01,5.389873344204509920e-02,1.000000000000000000e+00
5.218938773053372060e-02,6.620362540034696597e-02,1.000000000000000000e+00
7.228286581602576533e-01,4.045834245714553523e-01,0.000000000000000000e+00
2.291094499211114854e-01,8.469904817305020650e-01,1.000000000000000000e+00
2.260302075290606671e-01,1.395826988170084659e-01,1.000000000000000000e+00
5.168785864258993445e-01,3.142753578179546814e-02,0.000000000000000000e+00
4.841514838562117617e-01,3.981204761480483523e-01,1.000000000000000000e+00
4.162897078271357021e-01,4.996394821440055534e-01,1.000000000000000000e+00
1.767221011112219964e-01,3.226184488841729037e-01,1.000000000000000000e+00
7.062957041723029183e-01,9.398925896795043977e-01,1.000000000000000000e+00
7.082296577031511609e-01,6.519429353583467979e-01,1.000000000000000000e+00
9.958551090723027910e-01,7.221730184706335320e-01,0.000000000000000000e+00
6.462625711946206053e-01,8.811963752172369269e-02,0.000000000000000000e+00
2.378910599046660801e-01,4.970304932523961217e-02,0.000000000000000000e+00
5.483365993237750979e-01,6.616636013372209080e-01,1.000000000000000000e+00
5.939366341239638025e-01,9.939385646419541809e-01,1.000000000000000000e+00
9.169781564923817907e-01,4.268824488306031117e-01,0.000000000000000000e+00
9.225879538297681037e-01,6.731642873671460636e-01,0.000000000000000000e+00
5.943515026237700116e-01,3.473190358392543864e-01,0.000000000000000000e+00
1.408558288632093536e-01,8.453442129692001483e-01,1.000000000000000000e+00
1.031913535253891068e-01,4.298826121095888908e-01,1.000000000000000000e+00
8.389001434445387817e-01,6.738311724381952361e-01,0.000000000000000000e+00
2.906274322621587025e-01,4.271322611537666791e-01,1.000000000000000000e+00
2.350416300585227436e-01,8.927327165682574783e-02,1.000000000000000000e+00
5.025441587482970540e-02,9.017856701550428511e-01,1.000000000000000000e+00
6.133684197759348145e-02,6.610719612870341599e-02,1.000000000000000000e+00
5.371201462051503617e-01,5.459678369248770480e-01,1.000000000000000000e+00
1.978625755318293988e-01,4.735525492183721985e-01,1.000000000000000000e+00
9.957900054073812735e-01,9.201909348189601934e-01,0.000000000000000000e+00
6.913894959969230092e-01,6.131217434572578950e-01,1.000000000000000000e+00
3.399622915660975853e-01,7.082876964457623936e-01,1.000000000000000000e+00
9.789266190234824361e-02,3.525857255547180102e-01,1.000000000000000000e+00
3.733124920491077692e-01,8.491374600830861041e-01,1.000000000000000000e+00
6.437674183122081839e-01,4.857863640722396292e-01,1.000000000000000000e+00
7.674873061306166644e-01,1.476449254934815158e-01,0.000000000000000000e+00
1.717970944604700900e-01,7.436278587470774859e-01,1.000000000000000000e+00
1.309698754439574397e-01,8.082368536455784014e-01,1.000000000000000000e+00
2.614233852963117055e-01,2.655894756312953131e-01,1.000000000000000000e+00
2.011414181128826639e-01,8.377621763356656315e-01,1.000000000000000000e+00
3.214672490460469545e-01,1.116711002466473923e-01,1.000000000000000000e+00
4.401801413341215330e-01,5.698553449092249590e-01,1.000000000000000000e+00
5.842170350952299307e-01,9.542906950786863574e-01,1.000000000000000000e+00
8.851690244305487898e-02,8.271333782956160618e-01,1.000000000000000000e+00
4.443338348790383252e-01,2.533184561971547621e-01,1.000000000000000000e+00
8.618067732424496974e-01,8.271612320435013377e-01,1.000000000000000000e+00
5.913613375308632847e-01,4.571847916157864011e-01,1.000000000000000000e+00
8.792405936987202075e-02,6.601605051141313796e-01,1.000000000000000000e+00
1.004243757371882095e-01,8.672799535768352941e-01,1.000000000000000000e+00
2.946497000090919638e-01,2.318511921801770237e-01,1.000000000000000000e+00
6.250153143845443848e-01,6.457011827922125580e-01,1.000000000000000000e+00
2.296538225771744823e-01,4.181594781164060803e-01,1.000000000000000000e+00
4.202359973401925686e-01,9.730458100549397304e-01,1.000000000000000000e+00
6.680153704886473420e-01,8.895181721851045387e-01,1.000000000000000000e+00
1.399179234469630773e-01,9.690960007417330768e-01,1.000000000000000000e+00
4.220166951243895515e-01,2.892659674823411242e-01,1.000000000000000000e+00
3.119012713109017287e-01,8.559644593906663435e-01,1.000000000000000000e+00
4.015169547209318512e-02,7.870933061043644541e-01,1.000000000000000000e+00
6.818274748998432999e-01,9.691778014429085486e-01,1.000000000000000000e+00
4.986684488972636942e-02,1.483809425648255909e-01,1.000000000000000000e+00
3.756566836287037470e-01,7.195552279603297796e-01,1.000000000000000000e+00
3.723030219068986790e-01,3.175515682899998637e-01,1.000000000000000000e+00
8.435209688750544554e-01,6.209792585147732025e-01,0.000000000000000000e+00
4.312883520670730553e-01,3.298416605066412099e-01,1.000000000000000000e+00
4.927913675972478424e-01,7.306898913966209941e-01,1.000000000000000000e+00
6.258323581895114396e-01,5.187979971498065668e-01,1.000000000000000000e+00
9.866539829233014203e-01,4.783758928729978654e-01,0.000000000000000000e+00
6.933876009725354894e-01,4.777723672666996935e-01,0.000000000000000000e+00
2.050674399371918977e-01,6.414527612377806109e-01,1.000000000000000000e+00
7.878195017639755271e-01,4.128813109278046678e-01,0.000000000000000000e+00
4.362138382217077837e-01,3.333459549048874981e-01,1.000000000000000000e+00
5.327607107235105000e-01,7.894633924493360544e-01,1.000000000000000000e+00
7.494810301449342793e-01,1.768272394444915241e-01,0.000000000000000000e+00
7.949001754495242933e-01,3.433186218570941639e-01,0.000000000000000000e+00
6.419841651917675973e-01,6.336915270531900957e-01,1.000000000000000000e+00
8.940146935869360822e-01,4.513404281425269504e-01,0.000000000000000000e+00
4.365476129750596179e-01,6.185964730846484905e-01,1.000000000000000000e+00
8.236637575947636236e-02,4.399760595661504903e-01,1.000000000000000000e+00
8.710292282286017373e-01,7.445560502967552008e-01,0.000000000000000000e+00
1.238042143219683089e-01,5.606182014968356109e-01,1.000000000000000000e+00
1.339963392841339029e-01,2.892308031442086813e-01,1.000000000000000000e+00
7.693836902952790879e-01,3.420524100526585176e-01,0.000000000000000000e+00
3.730490344817177784e-01,1.791970236478457323e-01,1.000000000000000000e+00
9.873909419958831757e-01,6.897704736895052813e-01,0.000000000000000000e+00
8.053076470338544901e-01,2.263606168071338187e-01,0.000000000000000000e+00
3.905016791430100387e-01,8.981231333345217616e-01,1.000000000000000000e+00
6.174180709184398097e-01,1.812456528547845558e-02,0.000000000000000000e+00
4.561963067822045748e-01,3.260288050162738482e-01,1.000000000000000000e+00
7.102307960945158927e-01,2.744078180755479268e-01,0.000000000000000000e+00
9.078668863832507485e-01,8.687064331811523710e-01,1.000000000000000000e+00
6.779551353469942532e-01,6.119095878548824752e-01,1.000000000000000000e+00
2.339081385188245266e-01,5.198869610536716035e-02,0.000000000000000000e+00
8.452874005368027355e-02,9.410916886568745365e-01,1.000000000000000000e+00
1.726181688717030038e-01,1.249123597307100209e-01,1.000000000000000000e+00
